,Region,State,Lat,Long,Date,Confirmed,Deaths,Recovered,still infected
0,Afghanistan,NA,33.0,65.0,2020-01-22,0,0,0,0
1,Afghanistan,NA,33.0,65.0,2020-01-23,0,0,0,0
2,Afghanistan,NA,33.0,65.0,2020-01-24,0,0,0,0
3,Afghanistan,NA,33.0,65.0,2020-01-25,0,0,0,0
4,Afghanistan,NA,33.0,65.0,2020-01-26,0,0,0,0
5,Afghanistan,NA,33.0,65.0,2020-01-27,0,0,0,0
6,Afghanistan,NA,33.0,65.0,2020-01-28,0,0,0,0
7,Afghanistan,NA,33.0,65.0,2020-01-29,0,0,0,0
8,Afghanistan,NA,33.0,65.0,2020-01-30,0,0,0,0
9,Afghanistan,NA,33.0,65.0,2020-01-31,0,0,0,0
10,Afghanistan,NA,33.0,65.0,2020-02-01,0,0,0,0
11,Afghanistan,NA,33.0,65.0,2020-02-02,0,0,0,0
12,Afghanistan,NA,33.0,65.0,2020-02-03,0,0,0,0
13,Afghanistan,NA,33.0,65.0,2020-02-04,0,0,0,0
14,Afghanistan,NA,33.0,65.0,2020-02-05,0,0,0,0
15,Afghanistan,NA,33.0,65.0,2020-02-06,0,0,0,0
16,Afghanistan,NA,33.0,65.0,2020-02-07,0,0,0,0
17,Afghanistan,NA,33.0,65.0,2020-02-08,0,0,0,0
18,Afghanistan,NA,33.0,65.0,2020-02-09,0,0,0,0
19,Afghanistan,NA,33.0,65.0,2020-02-10,0,0,0,0
20,Afghanistan,NA,33.0,65.0,2020-02-11,0,0,0,0
21,Afghanistan,NA,33.0,65.0,2020-02-12,0,0,0,0
22,Afghanistan,NA,33.0,65.0,2020-02-13,0,0,0,0
23,Afghanistan,NA,33.0,65.0,2020-02-14,0,0,0,0
24,Afghanistan,NA,33.0,65.0,2020-02-15,0,0,0,0
25,Afghanistan,NA,33.0,65.0,2020-02-16,0,0,0,0
26,Afghanistan,NA,33.0,65.0,2020-02-17,0,0,0,0
27,Afghanistan,NA,33.0,65.0,2020-02-18,0,0,0,0
28,Afghanistan,NA,33.0,65.0,2020-02-19,0,0,0,0
29,Afghanistan,NA,33.0,65.0,2020-02-20,0,0,0,0
30,Afghanistan,NA,33.0,65.0,2020-02-21,0,0,0,0
31,Afghanistan,NA,33.0,65.0,2020-02-22,0,0,0,0
32,Afghanistan,NA,33.0,65.0,2020-02-23,0,0,0,0
33,Afghanistan,NA,33.0,65.0,2020-02-24,1,0,0,1
34,Afghanistan,NA,33.0,65.0,2020-02-25,1,0,0,1
35,Afghanistan,NA,33.0,65.0,2020-02-26,1,0,0,1
36,Afghanistan,NA,33.0,65.0,2020-02-27,1,0,0,1
37,Afghanistan,NA,33.0,65.0,2020-02-28,1,0,0,1
38,Afghanistan,NA,33.0,65.0,2020-02-29,1,0,0,1
39,Afghanistan,NA,33.0,65.0,2020-03-01,1,0,0,1
40,Afghanistan,NA,33.0,65.0,2020-03-02,1,0,0,1
41,Afghanistan,NA,33.0,65.0,2020-03-03,1,0,0,1
42,Afghanistan,NA,33.0,65.0,2020-03-04,1,0,0,1
43,Afghanistan,NA,33.0,65.0,2020-03-05,1,0,0,1
44,Afghanistan,NA,33.0,65.0,2020-03-06,1,0,0,1
45,Afghanistan,NA,33.0,65.0,2020-03-07,1,0,0,1
46,Afghanistan,NA,33.0,65.0,2020-03-08,4,0,0,4
47,Algeria,NA,28.0339,1.6596,2020-01-22,0,0,0,0
48,Algeria,NA,28.0339,1.6596,2020-01-23,0,0,0,0
49,Algeria,NA,28.0339,1.6596,2020-01-24,0,0,0,0
50,Algeria,NA,28.0339,1.6596,2020-01-25,0,0,0,0
51,Algeria,NA,28.0339,1.6596,2020-01-26,0,0,0,0
52,Algeria,NA,28.0339,1.6596,2020-01-27,0,0,0,0
53,Algeria,NA,28.0339,1.6596,2020-01-28,0,0,0,0
54,Algeria,NA,28.0339,1.6596,2020-01-29,0,0,0,0
55,Algeria,NA,28.0339,1.6596,2020-01-30,0,0,0,0
56,Algeria,NA,28.0339,1.6596,2020-01-31,0,0,0,0
57,Algeria,NA,28.0339,1.6596,2020-02-01,0,0,0,0
58,Algeria,NA,28.0339,1.6596,2020-02-02,0,0,0,0
59,Algeria,NA,28.0339,1.6596,2020-02-03,0,0,0,0
60,Algeria,NA,28.0339,1.6596,2020-02-04,0,0,0,0
61,Algeria,NA,28.0339,1.6596,2020-02-05,0,0,0,0
62,Algeria,NA,28.0339,1.6596,2020-02-06,0,0,0,0
63,Algeria,NA,28.0339,1.6596,2020-02-07,0,0,0,0
64,Algeria,NA,28.0339,1.6596,2020-02-08,0,0,0,0
65,Algeria,NA,28.0339,1.6596,2020-02-09,0,0,0,0
66,Algeria,NA,28.0339,1.6596,2020-02-10,0,0,0,0
67,Algeria,NA,28.0339,1.6596,2020-02-11,0,0,0,0
68,Algeria,NA,28.0339,1.6596,2020-02-12,0,0,0,0
69,Algeria,NA,28.0339,1.6596,2020-02-13,0,0,0,0
70,Algeria,NA,28.0339,1.6596,2020-02-14,0,0,0,0
71,Algeria,NA,28.0339,1.6596,2020-02-15,0,0,0,0
72,Algeria,NA,28.0339,1.6596,2020-02-16,0,0,0,0
73,Algeria,NA,28.0339,1.6596,2020-02-17,0,0,0,0
74,Algeria,NA,28.0339,1.6596,2020-02-18,0,0,0,0
75,Algeria,NA,28.0339,1.6596,2020-02-19,0,0,0,0
76,Algeria,NA,28.0339,1.6596,2020-02-20,0,0,0,0
77,Algeria,NA,28.0339,1.6596,2020-02-21,0,0,0,0
78,Algeria,NA,28.0339,1.6596,2020-02-22,0,0,0,0
79,Algeria,NA,28.0339,1.6596,2020-02-23,0,0,0,0
80,Algeria,NA,28.0339,1.6596,2020-02-24,0,0,0,0
81,Algeria,NA,28.0339,1.6596,2020-02-25,1,0,0,1
82,Algeria,NA,28.0339,1.6596,2020-02-26,1,0,0,1
83,Algeria,NA,28.0339,1.6596,2020-02-27,1,0,0,1
84,Algeria,NA,28.0339,1.6596,2020-02-28,1,0,0,1
85,Algeria,NA,28.0339,1.6596,2020-02-29,1,0,0,1
86,Algeria,NA,28.0339,1.6596,2020-03-01,1,0,0,1
87,Algeria,NA,28.0339,1.6596,2020-03-02,3,0,0,3
88,Algeria,NA,28.0339,1.6596,2020-03-03,5,0,0,5
89,Algeria,NA,28.0339,1.6596,2020-03-04,12,0,0,12
90,Algeria,NA,28.0339,1.6596,2020-03-05,12,0,0,12
91,Algeria,NA,28.0339,1.6596,2020-03-06,17,0,0,17
92,Algeria,NA,28.0339,1.6596,2020-03-07,17,0,0,17
93,Algeria,NA,28.0339,1.6596,2020-03-08,19,0,0,19
94,Andorra,NA,42.5063,1.5218,2020-01-22,0,0,0,0
95,Andorra,NA,42.5063,1.5218,2020-01-23,0,0,0,0
96,Andorra,NA,42.5063,1.5218,2020-01-24,0,0,0,0
97,Andorra,NA,42.5063,1.5218,2020-01-25,0,0,0,0
98,Andorra,NA,42.5063,1.5218,2020-01-26,0,0,0,0
99,Andorra,NA,42.5063,1.5218,2020-01-27,0,0,0,0
100,Andorra,NA,42.5063,1.5218,2020-01-28,0,0,0,0
101,Andorra,NA,42.5063,1.5218,2020-01-29,0,0,0,0
102,Andorra,NA,42.5063,1.5218,2020-01-30,0,0,0,0
103,Andorra,NA,42.5063,1.5218,2020-01-31,0,0,0,0
104,Andorra,NA,42.5063,1.5218,2020-02-01,0,0,0,0
105,Andorra,NA,42.5063,1.5218,2020-02-02,0,0,0,0
106,Andorra,NA,42.5063,1.5218,2020-02-03,0,0,0,0
107,Andorra,NA,42.5063,1.5218,2020-02-04,0,0,0,0
108,Andorra,NA,42.5063,1.5218,2020-02-05,0,0,0,0
109,Andorra,NA,42.5063,1.5218,2020-02-06,0,0,0,0
110,Andorra,NA,42.5063,1.5218,2020-02-07,0,0,0,0
111,Andorra,NA,42.5063,1.5218,2020-02-08,0,0,0,0
112,Andorra,NA,42.5063,1.5218,2020-02-09,0,0,0,0
113,Andorra,NA,42.5063,1.5218,2020-02-10,0,0,0,0
114,Andorra,NA,42.5063,1.5218,2020-02-11,0,0,0,0
115,Andorra,NA,42.5063,1.5218,2020-02-12,0,0,0,0
116,Andorra,NA,42.5063,1.5218,2020-02-13,0,0,0,0
117,Andorra,NA,42.5063,1.5218,2020-02-14,0,0,0,0
118,Andorra,NA,42.5063,1.5218,2020-02-15,0,0,0,0
119,Andorra,NA,42.5063,1.5218,2020-02-16,0,0,0,0
120,Andorra,NA,42.5063,1.5218,2020-02-17,0,0,0,0
121,Andorra,NA,42.5063,1.5218,2020-02-18,0,0,0,0
122,Andorra,NA,42.5063,1.5218,2020-02-19,0,0,0,0
123,Andorra,NA,42.5063,1.5218,2020-02-20,0,0,0,0
124,Andorra,NA,42.5063,1.5218,2020-02-21,0,0,0,0
125,Andorra,NA,42.5063,1.5218,2020-02-22,0,0,0,0
126,Andorra,NA,42.5063,1.5218,2020-02-23,0,0,0,0
127,Andorra,NA,42.5063,1.5218,2020-02-24,0,0,0,0
128,Andorra,NA,42.5063,1.5218,2020-02-25,0,0,0,0
129,Andorra,NA,42.5063,1.5218,2020-02-26,0,0,0,0
130,Andorra,NA,42.5063,1.5218,2020-02-27,0,0,0,0
131,Andorra,NA,42.5063,1.5218,2020-02-28,0,0,0,0
132,Andorra,NA,42.5063,1.5218,2020-02-29,0,0,0,0
133,Andorra,NA,42.5063,1.5218,2020-03-01,0,0,0,0
134,Andorra,NA,42.5063,1.5218,2020-03-02,1,0,0,1
135,Andorra,NA,42.5063,1.5218,2020-03-03,1,0,0,1
136,Andorra,NA,42.5063,1.5218,2020-03-04,1,0,0,1
137,Andorra,NA,42.5063,1.5218,2020-03-05,1,0,0,1
138,Andorra,NA,42.5063,1.5218,2020-03-06,1,0,0,1
139,Andorra,NA,42.5063,1.5218,2020-03-07,1,0,0,1
140,Andorra,NA,42.5063,1.5218,2020-03-08,1,0,0,1
141,Argentina,NA,-38.4161,-63.6167,2020-01-22,0,0,0,0
142,Argentina,NA,-38.4161,-63.6167,2020-01-23,0,0,0,0
143,Argentina,NA,-38.4161,-63.6167,2020-01-24,0,0,0,0
144,Argentina,NA,-38.4161,-63.6167,2020-01-25,0,0,0,0
145,Argentina,NA,-38.4161,-63.6167,2020-01-26,0,0,0,0
146,Argentina,NA,-38.4161,-63.6167,2020-01-27,0,0,0,0
147,Argentina,NA,-38.4161,-63.6167,2020-01-28,0,0,0,0
148,Argentina,NA,-38.4161,-63.6167,2020-01-29,0,0,0,0
149,Argentina,NA,-38.4161,-63.6167,2020-01-30,0,0,0,0
150,Argentina,NA,-38.4161,-63.6167,2020-01-31,0,0,0,0
151,Argentina,NA,-38.4161,-63.6167,2020-02-01,0,0,0,0
152,Argentina,NA,-38.4161,-63.6167,2020-02-02,0,0,0,0
153,Argentina,NA,-38.4161,-63.6167,2020-02-03,0,0,0,0
154,Argentina,NA,-38.4161,-63.6167,2020-02-04,0,0,0,0
155,Argentina,NA,-38.4161,-63.6167,2020-02-05,0,0,0,0
156,Argentina,NA,-38.4161,-63.6167,2020-02-06,0,0,0,0
157,Argentina,NA,-38.4161,-63.6167,2020-02-07,0,0,0,0
158,Argentina,NA,-38.4161,-63.6167,2020-02-08,0,0,0,0
159,Argentina,NA,-38.4161,-63.6167,2020-02-09,0,0,0,0
160,Argentina,NA,-38.4161,-63.6167,2020-02-10,0,0,0,0
161,Argentina,NA,-38.4161,-63.6167,2020-02-11,0,0,0,0
162,Argentina,NA,-38.4161,-63.6167,2020-02-12,0,0,0,0
163,Argentina,NA,-38.4161,-63.6167,2020-02-13,0,0,0,0
164,Argentina,NA,-38.4161,-63.6167,2020-02-14,0,0,0,0
165,Argentina,NA,-38.4161,-63.6167,2020-02-15,0,0,0,0
166,Argentina,NA,-38.4161,-63.6167,2020-02-16,0,0,0,0
167,Argentina,NA,-38.4161,-63.6167,2020-02-17,0,0,0,0
168,Argentina,NA,-38.4161,-63.6167,2020-02-18,0,0,0,0
169,Argentina,NA,-38.4161,-63.6167,2020-02-19,0,0,0,0
170,Argentina,NA,-38.4161,-63.6167,2020-02-20,0,0,0,0
171,Argentina,NA,-38.4161,-63.6167,2020-02-21,0,0,0,0
172,Argentina,NA,-38.4161,-63.6167,2020-02-22,0,0,0,0
173,Argentina,NA,-38.4161,-63.6167,2020-02-23,0,0,0,0
174,Argentina,NA,-38.4161,-63.6167,2020-02-24,0,0,0,0
175,Argentina,NA,-38.4161,-63.6167,2020-02-25,0,0,0,0
176,Argentina,NA,-38.4161,-63.6167,2020-02-26,0,0,0,0
177,Argentina,NA,-38.4161,-63.6167,2020-02-27,0,0,0,0
178,Argentina,NA,-38.4161,-63.6167,2020-02-28,0,0,0,0
179,Argentina,NA,-38.4161,-63.6167,2020-02-29,0,0,0,0
180,Argentina,NA,-38.4161,-63.6167,2020-03-01,0,0,0,0
181,Argentina,NA,-38.4161,-63.6167,2020-03-02,0,0,0,0
182,Argentina,NA,-38.4161,-63.6167,2020-03-03,1,0,0,1
183,Argentina,NA,-38.4161,-63.6167,2020-03-04,1,0,0,1
184,Argentina,NA,-38.4161,-63.6167,2020-03-05,1,0,0,1
185,Argentina,NA,-38.4161,-63.6167,2020-03-06,2,0,0,2
186,Argentina,NA,-38.4161,-63.6167,2020-03-07,8,0,0,8
187,Argentina,NA,-38.4161,-63.6167,2020-03-08,12,1,0,11
188,Armenia,NA,40.0691,45.0382,2020-01-22,0,0,0,0
189,Armenia,NA,40.0691,45.0382,2020-01-23,0,0,0,0
190,Armenia,NA,40.0691,45.0382,2020-01-24,0,0,0,0
191,Armenia,NA,40.0691,45.0382,2020-01-25,0,0,0,0
192,Armenia,NA,40.0691,45.0382,2020-01-26,0,0,0,0
193,Armenia,NA,40.0691,45.0382,2020-01-27,0,0,0,0
194,Armenia,NA,40.0691,45.0382,2020-01-28,0,0,0,0
195,Armenia,NA,40.0691,45.0382,2020-01-29,0,0,0,0
196,Armenia,NA,40.0691,45.0382,2020-01-30,0,0,0,0
197,Armenia,NA,40.0691,45.0382,2020-01-31,0,0,0,0
198,Armenia,NA,40.0691,45.0382,2020-02-01,0,0,0,0
199,Armenia,NA,40.0691,45.0382,2020-02-02,0,0,0,0
200,Armenia,NA,40.0691,45.0382,2020-02-03,0,0,0,0
201,Armenia,NA,40.0691,45.0382,2020-02-04,0,0,0,0
202,Armenia,NA,40.0691,45.0382,2020-02-05,0,0,0,0
203,Armenia,NA,40.0691,45.0382,2020-02-06,0,0,0,0
204,Armenia,NA,40.0691,45.0382,2020-02-07,0,0,0,0
205,Armenia,NA,40.0691,45.0382,2020-02-08,0,0,0,0
206,Armenia,NA,40.0691,45.0382,2020-02-09,0,0,0,0
207,Armenia,NA,40.0691,45.0382,2020-02-10,0,0,0,0
208,Armenia,NA,40.0691,45.0382,2020-02-11,0,0,0,0
209,Armenia,NA,40.0691,45.0382,2020-02-12,0,0,0,0
210,Armenia,NA,40.0691,45.0382,2020-02-13,0,0,0,0
211,Armenia,NA,40.0691,45.0382,2020-02-14,0,0,0,0
212,Armenia,NA,40.0691,45.0382,2020-02-15,0,0,0,0
213,Armenia,NA,40.0691,45.0382,2020-02-16,0,0,0,0
214,Armenia,NA,40.0691,45.0382,2020-02-17,0,0,0,0
215,Armenia,NA,40.0691,45.0382,2020-02-18,0,0,0,0
216,Armenia,NA,40.0691,45.0382,2020-02-19,0,0,0,0
217,Armenia,NA,40.0691,45.0382,2020-02-20,0,0,0,0
218,Armenia,NA,40.0691,45.0382,2020-02-21,0,0,0,0
219,Armenia,NA,40.0691,45.0382,2020-02-22,0,0,0,0
220,Armenia,NA,40.0691,45.0382,2020-02-23,0,0,0,0
221,Armenia,NA,40.0691,45.0382,2020-02-24,0,0,0,0
222,Armenia,NA,40.0691,45.0382,2020-02-25,0,0,0,0
223,Armenia,NA,40.0691,45.0382,2020-02-26,0,0,0,0
224,Armenia,NA,40.0691,45.0382,2020-02-27,0,0,0,0
225,Armenia,NA,40.0691,45.0382,2020-02-28,0,0,0,0
226,Armenia,NA,40.0691,45.0382,2020-02-29,0,0,0,0
227,Armenia,NA,40.0691,45.0382,2020-03-01,1,0,0,1
228,Armenia,NA,40.0691,45.0382,2020-03-02,1,0,0,1
229,Armenia,NA,40.0691,45.0382,2020-03-03,1,0,0,1
230,Armenia,NA,40.0691,45.0382,2020-03-04,1,0,0,1
231,Armenia,NA,40.0691,45.0382,2020-03-05,1,0,0,1
232,Armenia,NA,40.0691,45.0382,2020-03-06,1,0,0,1
233,Armenia,NA,40.0691,45.0382,2020-03-07,1,0,0,1
234,Armenia,NA,40.0691,45.0382,2020-03-08,1,0,0,1
235,Australia,From Diamond Princess,35.4437,139.638,2020-01-22,0,0,0,0
236,Australia,From Diamond Princess,35.4437,139.638,2020-01-23,0,0,0,0
237,Australia,From Diamond Princess,35.4437,139.638,2020-01-24,0,0,0,0
238,Australia,From Diamond Princess,35.4437,139.638,2020-01-25,0,0,0,0
239,Australia,From Diamond Princess,35.4437,139.638,2020-01-26,0,0,0,0
240,Australia,From Diamond Princess,35.4437,139.638,2020-01-27,0,0,0,0
241,Australia,From Diamond Princess,35.4437,139.638,2020-01-28,0,0,0,0
242,Australia,From Diamond Princess,35.4437,139.638,2020-01-29,0,0,0,0
243,Australia,From Diamond Princess,35.4437,139.638,2020-01-30,0,0,0,0
244,Australia,From Diamond Princess,35.4437,139.638,2020-01-31,0,0,0,0
245,Australia,From Diamond Princess,35.4437,139.638,2020-02-01,0,0,0,0
246,Australia,From Diamond Princess,35.4437,139.638,2020-02-02,0,0,0,0
247,Australia,From Diamond Princess,35.4437,139.638,2020-02-03,0,0,0,0
248,Australia,From Diamond Princess,35.4437,139.638,2020-02-04,0,0,0,0
249,Australia,From Diamond Princess,35.4437,139.638,2020-02-05,0,0,0,0
250,Australia,From Diamond Princess,35.4437,139.638,2020-02-06,0,0,0,0
251,Australia,From Diamond Princess,35.4437,139.638,2020-02-07,0,0,0,0
252,Australia,From Diamond Princess,35.4437,139.638,2020-02-08,0,0,0,0
253,Australia,From Diamond Princess,35.4437,139.638,2020-02-09,0,0,0,0
254,Australia,From Diamond Princess,35.4437,139.638,2020-02-10,0,0,0,0
255,Australia,From Diamond Princess,35.4437,139.638,2020-02-11,0,0,0,0
256,Australia,From Diamond Princess,35.4437,139.638,2020-02-12,0,0,0,0
257,Australia,From Diamond Princess,35.4437,139.638,2020-02-13,0,0,0,0
258,Australia,From Diamond Princess,35.4437,139.638,2020-02-14,0,0,0,0
259,Australia,From Diamond Princess,35.4437,139.638,2020-02-15,0,0,0,0
260,Australia,From Diamond Princess,35.4437,139.638,2020-02-16,0,0,0,0
261,Australia,From Diamond Princess,35.4437,139.638,2020-02-17,0,0,0,0
262,Australia,From Diamond Princess,35.4437,139.638,2020-02-18,0,0,0,0
263,Australia,From Diamond Princess,35.4437,139.638,2020-02-19,0,0,0,0
264,Australia,From Diamond Princess,35.4437,139.638,2020-02-20,0,0,0,0
265,Australia,From Diamond Princess,35.4437,139.638,2020-02-21,4,0,0,4
266,Australia,From Diamond Princess,35.4437,139.638,2020-02-22,7,0,0,7
267,Australia,From Diamond Princess,35.4437,139.638,2020-02-23,7,0,0,7
268,Australia,From Diamond Princess,35.4437,139.638,2020-02-24,7,0,0,7
269,Australia,From Diamond Princess,35.4437,139.638,2020-02-25,7,0,0,7
270,Australia,From Diamond Princess,35.4437,139.638,2020-02-26,7,0,0,7
271,Australia,From Diamond Princess,35.4437,139.638,2020-02-27,8,0,0,8
272,Australia,From Diamond Princess,35.4437,139.638,2020-02-28,8,0,0,8
273,Australia,From Diamond Princess,35.4437,139.638,2020-02-29,0,0,0,0
274,Australia,From Diamond Princess,35.4437,139.638,2020-03-01,0,0,0,0
275,Australia,From Diamond Princess,35.4437,139.638,2020-03-02,0,0,0,0
276,Australia,From Diamond Princess,35.4437,139.638,2020-03-03,0,0,0,0
277,Australia,From Diamond Princess,35.4437,139.638,2020-03-04,0,0,0,0
278,Australia,From Diamond Princess,35.4437,139.638,2020-03-05,0,0,0,0
279,Australia,From Diamond Princess,35.4437,139.638,2020-03-06,0,0,0,0
280,Australia,From Diamond Princess,35.4437,139.638,2020-03-07,0,0,0,0
281,Australia,From Diamond Princess,35.4437,139.638,2020-03-08,0,0,0,0
282,Australia,New South Wales,-33.8688,151.2093,2020-01-22,0,0,0,0
283,Australia,New South Wales,-33.8688,151.2093,2020-01-23,0,0,0,0
284,Australia,New South Wales,-33.8688,151.2093,2020-01-24,0,0,0,0
285,Australia,New South Wales,-33.8688,151.2093,2020-01-25,0,0,0,0
286,Australia,New South Wales,-33.8688,151.2093,2020-01-26,3,0,0,3
287,Australia,New South Wales,-33.8688,151.2093,2020-01-27,4,0,0,4
288,Australia,New South Wales,-33.8688,151.2093,2020-01-28,4,0,0,4
289,Australia,New South Wales,-33.8688,151.2093,2020-01-29,4,0,0,4
290,Australia,New South Wales,-33.8688,151.2093,2020-01-30,4,0,2,2
291,Australia,New South Wales,-33.8688,151.2093,2020-01-31,4,0,2,2
292,Australia,New South Wales,-33.8688,151.2093,2020-02-01,4,0,2,2
293,Australia,New South Wales,-33.8688,151.2093,2020-02-02,4,0,2,2
294,Australia,New South Wales,-33.8688,151.2093,2020-02-03,4,0,2,2
295,Australia,New South Wales,-33.8688,151.2093,2020-02-04,4,0,2,2
296,Australia,New South Wales,-33.8688,151.2093,2020-02-05,4,0,2,2
297,Australia,New South Wales,-33.8688,151.2093,2020-02-06,4,0,2,2
298,Australia,New South Wales,-33.8688,151.2093,2020-02-07,4,0,2,2
299,Australia,New South Wales,-33.8688,151.2093,2020-02-08,4,0,2,2
300,Australia,New South Wales,-33.8688,151.2093,2020-02-09,4,0,2,2
301,Australia,New South Wales,-33.8688,151.2093,2020-02-10,4,0,2,2
302,Australia,New South Wales,-33.8688,151.2093,2020-02-11,4,0,2,2
303,Australia,New South Wales,-33.8688,151.2093,2020-02-12,4,0,2,2
304,Australia,New South Wales,-33.8688,151.2093,2020-02-13,4,0,4,0
305,Australia,New South Wales,-33.8688,151.2093,2020-02-14,4,0,4,0
306,Australia,New South Wales,-33.8688,151.2093,2020-02-15,4,0,4,0
307,Australia,New South Wales,-33.8688,151.2093,2020-02-16,4,0,4,0
308,Australia,New South Wales,-33.8688,151.2093,2020-02-17,4,0,4,0
309,Australia,New South Wales,-33.8688,151.2093,2020-02-18,4,0,4,0
310,Australia,New South Wales,-33.8688,151.2093,2020-02-19,4,0,4,0
311,Australia,New South Wales,-33.8688,151.2093,2020-02-20,4,0,4,0
312,Australia,New South Wales,-33.8688,151.2093,2020-02-21,4,0,4,0
313,Australia,New South Wales,-33.8688,151.2093,2020-02-22,4,0,4,0
314,Australia,New South Wales,-33.8688,151.2093,2020-02-23,4,0,4,0
315,Australia,New South Wales,-33.8688,151.2093,2020-02-24,4,0,4,0
316,Australia,New South Wales,-33.8688,151.2093,2020-02-25,4,0,4,0
317,Australia,New South Wales,-33.8688,151.2093,2020-02-26,4,0,4,0
318,Australia,New South Wales,-33.8688,151.2093,2020-02-27,4,0,4,0
319,Australia,New South Wales,-33.8688,151.2093,2020-02-28,4,0,4,0
320,Australia,New South Wales,-33.8688,151.2093,2020-02-29,4,0,4,0
321,Australia,New South Wales,-33.8688,151.2093,2020-03-01,6,0,4,2
322,Australia,New South Wales,-33.8688,151.2093,2020-03-02,6,0,4,2
323,Australia,New South Wales,-33.8688,151.2093,2020-03-03,13,0,4,9
324,Australia,New South Wales,-33.8688,151.2093,2020-03-04,22,1,4,17
325,Australia,New South Wales,-33.8688,151.2093,2020-03-05,22,1,4,17
326,Australia,New South Wales,-33.8688,151.2093,2020-03-06,26,1,4,21
327,Australia,New South Wales,-33.8688,151.2093,2020-03-07,28,1,4,23
328,Australia,New South Wales,-33.8688,151.2093,2020-03-08,38,3,4,31
329,Australia,Northern Territory,-12.4634,130.8456,2020-01-22,0,0,0,0
330,Australia,Northern Territory,-12.4634,130.8456,2020-01-23,0,0,0,0
331,Australia,Northern Territory,-12.4634,130.8456,2020-01-24,0,0,0,0
332,Australia,Northern Territory,-12.4634,130.8456,2020-01-25,0,0,0,0
333,Australia,Northern Territory,-12.4634,130.8456,2020-01-26,0,0,0,0
334,Australia,Northern Territory,-12.4634,130.8456,2020-01-27,0,0,0,0
335,Australia,Northern Territory,-12.4634,130.8456,2020-01-28,0,0,0,0
336,Australia,Northern Territory,-12.4634,130.8456,2020-01-29,0,0,0,0
337,Australia,Northern Territory,-12.4634,130.8456,2020-01-30,0,0,0,0
338,Australia,Northern Territory,-12.4634,130.8456,2020-01-31,0,0,0,0
339,Australia,Northern Territory,-12.4634,130.8456,2020-02-01,0,0,0,0
340,Australia,Northern Territory,-12.4634,130.8456,2020-02-02,0,0,0,0
341,Australia,Northern Territory,-12.4634,130.8456,2020-02-03,0,0,0,0
342,Australia,Northern Territory,-12.4634,130.8456,2020-02-04,0,0,0,0
343,Australia,Northern Territory,-12.4634,130.8456,2020-02-05,0,0,0,0
344,Australia,Northern Territory,-12.4634,130.8456,2020-02-06,0,0,0,0
345,Australia,Northern Territory,-12.4634,130.8456,2020-02-07,0,0,0,0
346,Australia,Northern Territory,-12.4634,130.8456,2020-02-08,0,0,0,0
347,Australia,Northern Territory,-12.4634,130.8456,2020-02-09,0,0,0,0
348,Australia,Northern Territory,-12.4634,130.8456,2020-02-10,0,0,0,0
349,Australia,Northern Territory,-12.4634,130.8456,2020-02-11,0,0,0,0
350,Australia,Northern Territory,-12.4634,130.8456,2020-02-12,0,0,0,0
351,Australia,Northern Territory,-12.4634,130.8456,2020-02-13,0,0,0,0
352,Australia,Northern Territory,-12.4634,130.8456,2020-02-14,0,0,0,0
353,Australia,Northern Territory,-12.4634,130.8456,2020-02-15,0,0,0,0
354,Australia,Northern Territory,-12.4634,130.8456,2020-02-16,0,0,0,0
355,Australia,Northern Territory,-12.4634,130.8456,2020-02-17,0,0,0,0
356,Australia,Northern Territory,-12.4634,130.8456,2020-02-18,0,0,0,0
357,Australia,Northern Territory,-12.4634,130.8456,2020-02-19,0,0,0,0
358,Australia,Northern Territory,-12.4634,130.8456,2020-02-20,0,0,0,0
359,Australia,Northern Territory,-12.4634,130.8456,2020-02-21,0,0,0,0
360,Australia,Northern Territory,-12.4634,130.8456,2020-02-22,0,0,0,0
361,Australia,Northern Territory,-12.4634,130.8456,2020-02-23,0,0,0,0
362,Australia,Northern Territory,-12.4634,130.8456,2020-02-24,0,0,0,0
363,Australia,Northern Territory,-12.4634,130.8456,2020-02-25,0,0,0,0
364,Australia,Northern Territory,-12.4634,130.8456,2020-02-26,0,0,0,0
365,Australia,Northern Territory,-12.4634,130.8456,2020-02-27,0,0,0,0
366,Australia,Northern Territory,-12.4634,130.8456,2020-02-28,0,0,0,0
367,Australia,Northern Territory,-12.4634,130.8456,2020-02-29,0,0,0,0
368,Australia,Northern Territory,-12.4634,130.8456,2020-03-01,0,0,0,0
369,Australia,Northern Territory,-12.4634,130.8456,2020-03-02,0,0,0,0
370,Australia,Northern Territory,-12.4634,130.8456,2020-03-03,0,0,0,0
371,Australia,Northern Territory,-12.4634,130.8456,2020-03-04,1,0,0,1
372,Australia,Northern Territory,-12.4634,130.8456,2020-03-05,1,0,0,1
373,Australia,Northern Territory,-12.4634,130.8456,2020-03-06,0,0,0,0
374,Australia,Northern Territory,-12.4634,130.8456,2020-03-07,0,0,0,0
375,Australia,Northern Territory,-12.4634,130.8456,2020-03-08,0,0,0,0
376,Australia,Queensland,-28.0167,153.4,2020-01-22,0,0,0,0
377,Australia,Queensland,-28.0167,153.4,2020-01-23,0,0,0,0
378,Australia,Queensland,-28.0167,153.4,2020-01-24,0,0,0,0
379,Australia,Queensland,-28.0167,153.4,2020-01-25,0,0,0,0
380,Australia,Queensland,-28.0167,153.4,2020-01-26,0,0,0,0
